Year,ID,Spp,Length,Weight,Spine,Sex,Date,Comment,AgeCon,KeyAge,Discharge,Gage.Height,First.Date,LenCat,logtl,logwt,gcat,Ws,Wr,Discharge_cent
2018,1722,CCF,502,1167,Y,NA,07/29/2018,279,8,8,630,5.49,7/27/2018,500,2.7007037171450192,3.0670708560453703,quality,1247.722607882657,93.5304043244323,0.1194020938803653
2018,1723,CCF,404,567,Y,NA,07/29/2018,278,8,8,630,5.49,7/27/2018,400,2.606381365110605,2.7535830588929064,stock,610.1269612080198,92.93147755302755,0.1194020938803653
2018,1724,CCF,556,1680,Y,NA,07/29/2018,277,8,8,630,5.49,7/27/2018,550,2.7450747915820575,3.225309281725863,quality,1746.9334611152149,96.16851685510188,0.1194020938803653
2018,1725,CCF,490,1147,Y,NA,07/29/2018,276,7,7,630,5.49,7/27/2018,490,2.690196080028514,3.0595634179012676,quality,1152.1416789959683,99.55372858306376,0.1194020938803653
2018,1726,CCF,572,1818,Y,NA,07/29/2018,251,6,6,630,5.49,7/27/2018,570,2.7573960287930244,3.2595938788859486,quality,1918.0614590677847,94.7831984947752,0.1194020938803653
2018,1727,CCF,606,2126,Y,NA,07/29/2018,252,8,8,630,5.49,7/27/2018,600,2.782472624166286,3.327563260187278,quality,2319.8762778997593,91.64281820773303,0.1194020938803653
2018,1728,CCF,568,1997,Y,NA,07/29/2018,253,10,10,630,5.49,7/27/2018,560,2.754348335711019,3.3003780648707024,quality,1874.232298764767,106.55029268869949,0.1194020938803653
2018,1729,CCF,725,3629,Y,NA,07/29/2018,254,11,11,630,5.49,7/27/2018,720,2.8603380065709936,3.5597869682005565,memorable,4187.48624656622,86.6629712032085,0.1194020938803653
2018,1730,CCF,565,1679,Y,NA,07/29/2018,255,11,11,630,5.49,7/27/2018,560,2.7520484478194387,3.225050696138049,quality,1841.8217071105635,91.15974654430602,0.1194020938803653
2018,1731,CCF,530,1236,Y,NA,07/29/2018,256,8,8,630,5.49,7/27/2018,530,2.724275869600789,3.092018470752797,quality,1491.9858849021584,82.8426067905498,0.1194020938803653
2018,1732,CCF,660,3402,Y,NA,07/29/2018,257,11,11,630,5.49,7/27/2018,660,2.8195439355418688,3.5317343092765503,preferred,3073.1072958570526,110.70228509711775,0.1194020938803653
2018,1735,CCF,315,283,Y,NA,07/29/2018,258,3,3,630,5.49,7/27/2018,310,2.4983105537896004,2.45178643552429,stock,268.8035278288553,105.28135634446862,0.1194020938803653
2018,1736,CCF,380,482,Y,NA,07/29/2018,259,4,4,630,5.49,7/27/2018,380,2.57978359661681,2.6830470382388496,stock,498.6630250316522,96.6584598826844,0.1194020938803653
2018,1737,CCF,585,1548,Y,NA,07/29/2018,260,11,11,630,5.49,7/27/2018,580,2.7671558660821804,3.189770956346874,quality,2065.4344804450534,74.94791118556526,0.1194020938803653
2018,1738,CCF,572,1804,Y,NA,07/29/2018,261,9,9,630,5.49,7/27/2018,570,2.7573960287930244,3.256236533205923,quality,1918.0614590677847,94.05329487600356,0.1194020938803653
2018,1739,CCF,575,1715,Y,NA,07/29/2018,262,11,11,630,5.49,7/27/2018,570,2.7596678446896306,3.2342641243787895,quality,1951.3981117231583,87.88570562290798,0.1194020938803653
2018,1740,CCF,376,464,Y,NA,07/29/2018,263,4,4,630,5.49,7/27/2018,370,2.575187844927661,2.6665179805548807,stock,481.5803535124807,96.34944544887355,0.1194020938803653
2018,1741,CCF,646,2242,Y,NA,07/29/2018,264,9,9,630,5.49,7/27/2018,640,2.8102325179950842,3.3506356082589543,preferred,2863.557540493095,78.2942185828728,0.1194020938803653
2018,1742,CCF,649,2868,Y,NA,07/29/2018,265,10,10,630,5.49,7/27/2018,640,2.812244696800369,3.4575791469957626,preferred,2907.5957893543396,98.63819484471284,0.1194020938803653
2018,1743,CCF,558,1685,Y,NA,07/29/2018,266,10,10,630,5.49,7/27/2018,550,2.7466341989375787,3.2265999052073573,quality,1767.7182731217652,95.32061899345048,0.1194020938803653
2018,1744,CCF,302,238,Y,NA,07/29/2018,267,3,3,630,5.49,7/27/2018,300,2.4800069429571505,2.376576957056512,stock,233.96067738362126,101.72649637603652,0.1194020938803653
2018,1745,CCF,550,1668,Y,NA,07/29/2018,268,9,9,630,5.49,7/27/2018,550,2.7403626894942437,3.22219604630172,quality,1685.6006854033615,98.95582117664186,0.1194020938803653
2018,1746,CCF,786,5969,Y,NA,07/29/2018,269,11,11,630,5.49,7/27/2018,780,2.895422546039408,3.7759015788916743,memorable,5464.140610449398,109.23950215675507,0.1194020938803653
2018,1747,CCF,623,2347,Y,NA,07/29/2018,270,8,8,630,5.49,7/27/2018,620,2.7944880466591697,3.3705130895985924,preferred,2541.227963844006,92.35692481715786,0.1194020938803653
2018,1748,CCF,520,1335,Y,NA,07/29/2018,271,9,9,630,5.49,7/27/2018,520,2.716003343634799,3.125481265700594,quality,1401.2480264497465,95.27221268474541,0.1194020938803653
2018,1749,CCF,545,1508,Y,NA,07/29/2018,272,9,9,630,5.49,7/27/2018,540,2.7363965022766426,3.178401341533755,quality,1635.6488720734064,92.19582672951108,0.1194020938803653
2018,1750,CCF,526,1480,Y,NA,07/29/2018,273,8,8,630,5.49,7/27/2018,520,2.7209857441537393,3.1702617153949575,quality,1455.214593093284,101.70321319098585,0.1194020938803653
2018,1751,CCF,402,520,Y,NA,07/29/2018,274,8,8,630,5.49,7/27/2018,400,2.60422605308447,2.716003343634799,stock,600.2340368301658,86.63287452776228,0.1194020938803653
2018,1752,CCF,490,1180,Y,NA,07/29/2018,275,9,9,630,5.49,7/27/2018,490,2.690196080028514,3.0718820073061255,quality,1152.1416789959683,102.41795965825217,0.1194020938803653
2018,1753,CCF,556,1646,Y,NA,07/29/2018,201,11,11,630,5.49,7/27/2018,550,2.7450747915820575,3.216429830876251,quality,1746.9334611152149,94.22224925208195,0.1194020938803653
2018,1754,CCF,483,983,Y,NA,07/29/2018,202,NA,5,630,5.49,7/27/2018,480,2.683947130751512,2.9925535178321354,quality,1098.8080910930275,89.46057168382983,0.1194020938803653
2018,1755,CCF,530,1661,Y,NA,07/29/2018,203,10,10,630,5.49,7/27/2018,530,2.724275869600789,3.2203696324513946,quality,1491.9858849021584,111.32813097014824,0.1194020938803653
2018,1756,CCF,552,1677,Y,NA,07/29/2018,204,10,10,630,5.49,7/27/2018,550,2.741939077729199,3.2245330626060857,quality,1705.8754614614422,98.3072936967682,0.1194020938803653
2018,1757,CCF,530,1456,Y,NA,07/29/2018,205,8,8,630,5.49,7/27/2018,530,2.724275869600789,3.1631613749770184,quality,1491.9858849021584,97.58805460116547,0.1194020938803653
2018,1758,CCF,597,2164,Y,NA,07/29/2018,206,9,9,630,5.49,7/27/2018,590,2.775974331129369,3.3352572564345317,quality,2208.306987993112,97.99362189070561,0.1194020938803653
2018,1759,CCF,510,1316,Y,NA,07/29/2018,207,9,9,630,5.49,7/27/2018,510,2.7075701760979363,3.1192558892779365,quality,1314.426057486178,100.11974370903998,0.1194020938803653
2018,1760,CCF,563,1709,Y,NA,07/29/2018,208,10,10,630,5.49,7/27/2018,560,2.7505083948513462,3.232742062720737,quality,1820.4328031466064,93.87877415996924,0.1194020938803653
2018,1761,CCF,555,1780,Y,NA,07/29/2018,209,9,9,630,5.49,7/27/2018,550,2.7442929831226763,3.250420002308894,quality,1736.6051571691341,102.4988318531545,0.1194020938803653
2018,1762,CCF,628,2444,Y,NA,07/29/2018,210,10,10,630,5.49,7/27/2018,620,2.797959643737196,3.3881012015705165,preferred,2609.0299615211716,93.6746620791985,0.1194020938803653
2018,1763,CCF,510,1100,Y,NA,07/29/2018,211,6,6,630,5.49,7/27/2018,510,2.7075701760979363,3.041392685158225,quality,1314.426057486178,83.68671586621883,0.1194020938803653
2018,1764,CCF,555,1765,Y,NA,07/29/2018,212,8,8,630,5.49,7/27/2018,550,2.7442929831226763,3.2467447097238415,quality,1736.6051571691341,101.63507765214477,0.1194020938803653
2018,1765,CCF,515,1178,Y,NA,07/29/2018,213,9,9,630,5.49,7/27/2018,510,2.711807229041191,3.0711452904510828,quality,1357.3536417147118,86.78652075606924,0.1194020938803653
2018,1766,CCF,491,1038,Y,NA,07/29/2018,214,8,8,630,5.49,7/27/2018,490,2.6910814921229687,3.016197353512439,quality,1159.9050387346906,89.49008456177813,0.1194020938803653
2018,1767,CCF,596,2123,Y,NA,07/29/2018,215,10,10,630,5.49,7/27/2018,590,2.7752462597402365,3.326949994165999,quality,2196.145852882537,96.66935359568538,0.1194020938803653
2018,1768,CCF,415,599,Y,NA,07/29/2018,216,5,5,630,5.49,7/27/2018,410,2.6180480967120925,2.7774268223893115,quality,666.5771629423791,89.86206448416524,0.1194020938803653
2018,1769,CCF,528,1338,Y,NA,07/29/2018,217,8,8,630,5.49,7/27/2018,520,2.722633922533812,3.1264561134318045,quality,1473.5203594683576,90.80295303708915,0.1194020938803653
2018,1770,CCF,518,1300,Y,NA,07/29/2018,218,9,9,630,5.49,7/27/2018,510,2.714329759745233,3.113943352306837,quality,1383.5734788203315,93.95959230935908,0.1194020938803653
2018,1771,CCF,328,300,Y,NA,07/29/2018,219,NA,3,630,5.49,7/27/2018,320,2.515873843711679,2.4771212547196626,stock,307.10609882245416,97.68610950752809,0.1194020938803653
2018,1772,CCF,418,630,Y,NA,07/29/2018,220,6,6,630,5.49,7/27/2018,410,2.621176281775035,2.7993405494535817,quality,682.581749498484,92.29663706404139,0.1194020938803653
2018,1773,CCF,425,667,Y,NA,07/29/2018,221,7,7,630,5.49,7/27/2018,420,2.6283889300503116,2.824125833916549,quality,720.9632629481117,92.51511613401091,0.1194020938803653
2018,1774,CCF,600,2344,Y,NA,07/29/2018,222,10,10,630,5.49,7/27/2018,600,2.7781512503836434,3.369957607346053,quality,2245.0717170871585,104.40646426392092,0.1194020938803653
2018,1775,CCF,525,1420,Y,NA,07/29/2018,223,10,10,630,5.49,7/27/2018,520,2.720159303405957,3.1522883443830563,quality,1446.1213749484757,98.19369415313383,0.1194020938803653
2018,1776,CCF,752,4329,Y,NA,07/29/2018,224,10,10,630,5.49,7/27/2018,750,2.876217840591642,3.6363875858131567,memorable,4723.474410584192,91.64863877106505,0.1194020938803653
2018,1777,CCF,643,2327,Y,NA,07/29/2018,225,11,11,630,5.49,7/27/2018,640,2.808210972924222,3.36679638328673,preferred,2819.985951756876,82.51814157266487,0.1194020938803653
2018,1780,CCF,532,1602,Y,NA,07/29/2018,176,10,10,630,5.49,7/27/2018,530,2.7259116322950483,3.204662511748219,quality,1510.6119528911888,106.04973679268868,0.1194020938803653
2018,1781,CCF,500,963,Y,NA,07/29/2018,177,10,10,630,5.49,7/27/2018,500,2.6989700043360187,2.9836262871245345,quality,1231.422811108337,78.20222195926806,0.1194020938803653
2018,1782,CCF,455,808,Y,NA,07/29/2018,178,10,10,630,5.49,7/27/2018,450,2.6580113966571126,2.907411360774586,quality,902.5879695649282,89.52036003642701,0.1194020938803653
2018,1783,CCF,543,1463,Y,NA,07/29/2018,179,8,8,630,5.49,7/27/2018,540,2.734799829588847,3.1652443261253107,quality,1615.9601199001581,90.53441245136614,0.1194020938803653
2018,1786,CCF,438,728,Y,NA,07/29/2018,180,8,8,630,5.49,7/27/2018,430,2.6414741105040997,2.862131379313037,quality,796.1881692313426,91.4356716331049,0.1194020938803653
2018,1793,CCF,730,3062,Y,NA,07/29/2018,NA,9,9,630,5.49,7/27/2018,730,2.863322860120456,3.486005186362242,memorable,4283.3691183532765,71.48578409644914,0.1194020938803653
2019,2796,CCF,625,2605,Y,NA,07/27/2019,181,NA,NA,6711,14.66,7/26/2019,620,2.7958800173440754,3.4158077276355434,preferred,2568.1996185428993,101.43292527541064,1.4964977430685449
2019,2797,CCF,672,3595,Y,NA,07/27/2019,182,NA,NA,6711,14.66,7/26/2019,670,2.8273692730538253,3.555698894718901,preferred,3261.0269311725497,110.2413465413291,1.4964977430685449
2019,2798,CCF,510,1500,Y,NA,07/27/2019,185,NA,NA,6711,14.66,7/26/2019,510,2.7075701760979363,3.1760912590556813,quality,1314.426057486178,114.11824890848024,1.4964977430685449
2019,2799,CCF,727,3288,Y,NA,07/27/2019,187,NA,NA,6711,14.66,7/26/2019,720,2.8615344108590377,3.5169318088680126,memorable,4225.658043608211,77.81036624516918,1.4964977430685449
2019,2800,CCF,610,2354,Y,NA,07/27/2019,188,NA,NA,6711,14.66,7/26/2019,610,2.785329835010767,3.371806458507416,preferred,2370.6993276094167,99.29559487300078,1.4964977430685449
2019,2801,CCF,473,928,Y,NA,07/27/2019,189,NA,NA,6711,14.66,7/26/2019,470,2.6748611407378116,2.967547976218862,quality,1025.6344444934584,90.48058057940143,1.4964977430685449
2019,2802,CCF,625,2965,Y,NA,07/27/2019,190,NA,NA,6711,14.66,7/26/2019,620,2.7958800173440754,3.4720246977002813,preferred,2568.1996185428993,115.45052723285703,1.4964977430685449
2019,2803,CCF,422,784,Y,NA,07/27/2019,191,NA,NA,6711,14.66,7/26/2019,420,2.625312450961674,2.8943160626844384,quality,704.3349083098005,111.31068341925187,1.4964977430685449
2019,2805,CCF,416,738,Y,NA,07/27/2019,192,NA,NA,6711,14.66,7/26/2019,410,2.6190933306267428,2.8680563618230415,quality,671.8826571470967,109.8406086464036,1.4964977430685449
2019,2806,CCF,571,2337,Y,NA,07/27/2019,194,NA,NA,6711,14.66,7/26/2019,570,2.756636108245848,3.368658712392227,quality,1907.0379718774548,122.54606538847537,1.4964977430685449
2019,2807,CCF,601,2645,Y,NA,07/27/2019,196,NA,NA,6711,14.66,7/26/2019,600,2.7788744720027396,3.4224256763712044,quality,2257.4207398945337,117.16911930753211,1.4964977430685449
2019,2808,CCF,622,3140,Y,NA,07/27/2019,195,NA,NA,6711,14.66,7/26/2019,620,2.7937903846908188,3.496929648073215,preferred,2527.816400177857,124.21788227100157,1.4964977430685449
2019,2809,CCF,635,3400,Y,NA,07/27/2019,197,NA,NA,6711,14.66,7/26/2019,630,2.8027737252919755,3.531478917042255,preferred,2706.055198244593,125.6441480648867,1.4964977430685449
2019,2810,CCF,596,2616,Y,NA,07/27/2019,199,NA,NA,6711,14.66,7/26/2019,590,2.7752462597402365,3.4176377396522297,quality,2196.145852882537,119.11777155266743,1.4964977430685449
2019,2811,CCF,525,1670,Y,NA,07/27/2019,198,NA,NA,6711,14.66,7/26/2019,520,2.720159303405957,3.2227164711475833,quality,1446.1213749484757,115.4813163631926,1.4964977430685449
2019,2813,CCF,503,1173,Y,NA,07/27/2019,200,NA,NA,6711,14.66,7/26/2019,500,2.7015679850559273,3.0692980121155293,quality,1255.9285782279112,93.39703071770835,1.4964977430685449
2019,2814,CCF,605,2440,Y,NA,07/27/2019,250,NA,NA,6711,14.66,7/26/2019,600,2.781755374652469,3.387389826338729,quality,2307.2901078347236,105.75176444932701,1.4964977430685449
2019,2815,CCF,495,1225,Y,NA,07/27/2019,249,NA,NA,6711,14.66,7/26/2019,490,2.694605198933569,3.0881360887005513,quality,1191.3229967560915,102.82685747992855,1.4964977430685449
2019,2816,CCF,533,1700,Y,NA,07/27/2019,248,NA,NA,6711,14.66,7/26/2019,530,2.7267272090265724,3.230448921378274,quality,1519.985435424468,111.84317693973571,1.4964977430685449
2019,2818,CCF,649,3459,Y,NA,07/27/2019,247,NA,NA,6711,14.66,7/26/2019,640,2.812244696800369,3.5389505620143615,preferred,2907.5957893543396,118.96426637652083,1.4964977430685449
2019,2819,CCF,610,2298,Y,NA,07/27/2019,246,NA,NA,6711,14.66,7/26/2019,610,2.785329835010767,3.3613500243522663,preferred,2370.6993276094167,96.93342269250459,1.4964977430685449
2019,2824,CCF,520,1182,Y,NA,07/27/2019,243,NA,NA,6711,14.66,7/26/2019,520,2.716003343634799,3.0726174765452368,quality,1401.2480264497465,84.35337482649369,1.4964977430685449
2019,2825,CCF,577,2446,Y,NA,07/27/2019,242,NA,NA,6711,14.66,7/26/2019,570,2.7611758131557314,3.3884564527002667,quality,1973.8453757642937,123.92054767982437,1.4964977430685449
2019,2826,CCF,520,1570,Y,NA,07/27/2019,241,NA,NA,6711,14.66,7/26/2019,520,2.716003343634799,3.1958996524092336,quality,1401.2480264497465,112.04297671539348,1.4964977430685449
2019,2828,CCF,534,1458,Y,NA,07/27/2019,240,NA,NA,6711,14.66,7/26/2019,530,2.727541257028556,3.163757523981956,quality,1529.3993478017208,95.33154320326169,1.4964977430685449
2019,2829,CCF,582,2242,Y,NA,07/27/2019,239,NA,NA,6711,14.66,7/26/2019,580,2.7649229846498886,3.3506356082589543,quality,2030.7492964078524,110.40259888139931,1.4964977430685449
2019,2830,CCF,612,2658,Y,NA,07/27/2019,238,NA,NA,6711,14.66,7/26/2019,610,2.7867514221455614,3.4245549766067134,preferred,2396.399302696512,110.91640683625327,1.4964977430685449
2019,2831,CCF,565,2024,Y,NA,07/27/2019,237,NA,NA,6711,14.66,7/26/2019,560,2.7520484478194387,3.3062105081677613,quality,1841.8217071105635,109.89120131368398,1.4964977430685449
2019,2832,CCF,642,2969,Y,NA,07/27/2019,236,NA,NA,6711,14.66,7/26/2019,640,2.807535028068853,3.472610197596045,preferred,2805.5653066230593,105.82537476461955,1.4964977430685449
2019,2833,CCF,590,2050,Y,NA,07/27/2019,235,NA,NA,6711,14.66,7/26/2019,590,2.7708520116421442,3.311753861055754,quality,2124.1565760497315,96.50889313500421,1.4964977430685449
2019,2834,CCF,772,5815,Y,NA,07/27/2019,234,NA,NA,6711,14.66,7/26/2019,770,2.887617300335736,3.7645497190644672,memorable,5150.049310241656,112.9115402533329,1.4964977430685449
2019,2835,CCF,507,1540,Y,NA,07/27/2019,233,NA,NA,6711,14.66,7/26/2019,500,2.705007959333336,3.187520720836463,quality,1289.1285242503982,119.46054803926384,1.4964977430685449
2019,2836,CCF,517,1508,Y,NA,07/27/2019,232,NA,NA,6711,14.66,7/26/2019,510,2.7134905430939424,3.178401341533755,quality,1374.7946991795927,109.6891049187124,1.4964977430685449
2019,2837,CCF,710,4610,Y,NA,07/27/2019,231,NA,NA,6711,14.66,7/26/2019,710,2.8512583487190755,3.663700925389648,memorable,3908.8139600209065,117.93858820477972,1.4964977430685449
2019,2838,CCF,564,2002,Y,NA,07/27/2019,230,NA,NA,6711,14.66,7/26/2019,560,2.751279103983342,3.3014640731433,quality,1831.1055059821847,109.3328589455663,1.4964977430685449
2019,2840,CCF,640,2970,Y,NA,07/27/2019,228,NA,NA,6711,14.66,7/26/2019,640,2.806179973983887,3.4727564493172123,preferred,2776.878220770073,106.95463624531476,1.4964977430685449
2019,2841,CCF,583,2107,Y,NA,07/27/2019,227,NA,NA,6711,14.66,7/26/2019,580,2.765668554759014,3.3236645356081,quality,2042.265587024249,103.16973528746935,1.4964977430685449
2019,2842,CCF,582,2278,Y,NA,07/27/2019,226,NA,NA,6711,14.66,7/26/2019,580,2.7649229846498886,3.3575537197430814,quality,2030.7492964078524,112.1753435556769,1.4964977430685449
2019,2843,CCF,606,2580,Y,NA,07/27/2019,151,NA,NA,6711,14.66,7/26/2019,600,2.782472624166286,3.41161970596323,quality,2319.8762778997593,111.21282736404103,1.4964977430685449
2019,2844,CCF,554,1742,Y,NA,07/27/2019,152,NA,NA,6711,14.66,7/26/2019,550,2.74350976472843,3.241048150671644,quality,1726.3194554374095,100.9083222988191,1.4964977430685449
2019,2845,CCF,410,720,Y,NA,07/27/2019,153,NA,NA,6711,14.66,7/26/2019,410,2.6127838567197355,2.8573324964312685,quality,640.4865645928252,112.41453604225464,1.4964977430685449
2019,2846,CCF,565,2275,Y,NA,07/27/2019,154,NA,NA,6711,14.66,7/26/2019,560,2.7520484478194387,3.3569814009931314,quality,1841.8217071105635,123.51901333430386,1.4964977430685449
2019,2847,CCF,614,2635,Y,NA,07/27/2019,155,NA,NA,6711,14.66,7/26/2019,610,2.788168371141168,3.4207806195485655,preferred,2422.2926675492185,108.78123999219262,1.4964977430685449
2019,2848,CCF,543,1699,Y,NA,07/27/2019,157,NA,NA,6711,14.66,7/26/2019,540,2.734799829588847,3.230193378869046,quality,1615.9601199001581,105.13873325691803,1.4964977430685449
2019,2849,CCF,435,775,Y,NA,07/27/2019,156,NA,NA,6711,14.66,7/26/2019,430,2.6384892569546374,2.88930170250631,quality,778.3655613637002,99.56761173274371,1.4964977430685449
2019,2850,CCF,611,2490,Y,NA,07/27/2019,158,NA,NA,6711,14.66,7/26/2019,610,2.786041210242554,3.3961993470957363,preferred,2383.5251925385082,104.46711483456544,1.4964977430685449
2019,2851,CCF,505,1278,Y,NA,07/27/2019,159,NA,NA,6711,14.66,7/26/2019,500,2.7032913781186614,3.1065308538223815,quality,1272.4531451767257,100.43591819819062,1.4964977430685449
2019,2852,CCF,595,2635,Y,NA,07/27/2019,160,NA,NA,6711,14.66,7/26/2019,590,2.7745169657285498,3.4207806195485655,quality,2184.0314359295467,120.64844656773526,1.4964977430685449
2019,2853,CCF,678,3752,Y,NA,07/27/2019,161,NA,NA,6711,14.66,7/26/2019,670,2.8312296938670634,3.5742628297070267,preferred,3357.922059953888,111.73576792462907,1.4964977430685449
2019,2854,CCF,572,1690,Y,NA,07/27/2019,162,NA,NA,6711,14.66,7/26/2019,570,2.7573960287930244,3.2278867046136734,quality,1918.0614590677847,88.1097939802916,1.4964977430685449
2019,2855,CCF,612,2542,Y,NA,07/27/2019,163,NA,NA,6711,14.66,7/26/2019,610,2.7867514221455614,3.4051755462179893,preferred,2396.399302696512,106.0758112030684,1.4964977430685449
2019,2856,CCF,595,2505,Y,NA,07/27/2019,164,NA,NA,6711,14.66,7/26/2019,590,2.7745169657285498,3.3988077302032647,quality,2184.0314359295467,114.6961512911487,1.4964977430685449
2019,2857,CCF,365,460,Y,NA,07/27/2019,165,NA,NA,6711,14.66,7/26/2019,360,2.5622928644564746,2.662757831681574,stock,436.7095563424237,105.33316556034195,1.4964977430685449
2019,2858,CCF,632,3311,Y,NA,07/27/2019,166,NA,NA,6711,14.66,7/26/2019,630,2.800717078282385,3.5199591807520685,preferred,2664.1707500071393,124.27882109249668,1.4964977430685449
2019,2859,CCF,730,4335,Y,NA,07/27/2019,167,NA,NA,6711,14.66,7/26/2019,730,2.863322860120456,3.636989101812229,memorable,4283.3691183532765,101.20538016267375,1.4964977430685449
2019,2860,CCF,717,4660,Y,NA,07/27/2019,169,NA,NA,6711,14.66,7/26/2019,710,2.8555191556678,3.66838591669,memorable,4037.1984586174362,115.42657731014407,1.4964977430685449
2019,2861,CCF,657,3343,Y,NA,07/27/2019,168,NA,NA,6711,14.66,7/26/2019,650,2.8175653695597807,3.5241363765925686,preferred,3027.333922249795,110.42719719255862,1.4964977430685449
2019,2862,CCF,645,2970,Y,NA,07/27/2019,170,NA,NA,6711,14.66,7/26/2019,640,2.8095597146352675,3.4727564493172123,preferred,2848.9819649238357,104.24776416860891,1.4964977430685449
2019,2863,CCF,574,2102,Y,NA,07/27/2019,171,NA,NA,6711,14.66,7/26/2019,570,2.7589118923979736,3.3226327116922234,quality,1940.241428725788,108.33703315882927,1.4964977430685449
2019,2864,CCF,511,1298,Y,NA,07/27/2019,172,NA,NA,6711,14.66,7/26/2019,510,2.708420900134713,3.1132746924643504,quality,1322.934812964726,98.11518959812943,1.4964977430685449
2019,2865,CCF,673,3476,Y,NA,07/27/2019,174,NA,NA,6711,14.66,7/26/2019,670,2.828015064223977,3.541079767776629,preferred,3277.0390875860567,106.07136219911561,1.4964977430685449
2019,2866,CCF,495,1355,Y,NA,07/27/2019,173,NA,NA,6711,14.66,7/26/2019,490,2.694605198933569,3.1319392952104246,quality,1191.3229967560915,113.73909541657403,1.4964977430685449
2019,2867,CCF,529,1546,Y,NA,07/27/2019,175,NA,NA,6711,14.66,7/26/2019,520,2.7234556720351857,3.189209489582306,quality,1482.7331033547987,104.2669106464309,1.4964977430685449
2019,2868,CCF,599,2166,Y,NA,07/27/2019,1100,NA,NA,6711,14.66,7/26/2019,590,2.7774268223893115,3.3356584522893016,quality,2232.769818563792,97.00955208151547,1.4964977430685449
2019,2869,CCF,495,1205,Y,NA,07/27/2019,1098,NA,NA,6711,14.66,7/26/2019,490,2.694605198933569,3.080987046910887,quality,1191.3229967560915,101.14805164352157,1.4964977430685449
2019,2870,CCF,366,487,Y,NA,07/27/2019,1097,NA,NA,6711,14.66,7/26/2019,360,2.5634810853944106,2.6875289612146345,stock,440.6631101110781,110.5152641157645,1.4964977430685449
2019,2871,CCF,457,1001,Y,NA,07/27/2019,1096,NA,NA,6711,14.66,7/26/2019,450,2.6599162000698504,3.000434077479319,quality,915.7226639711766,109.3125723959921,1.4964977430685449
2019,2873,CCF,546,1602,Y,NA,07/27/2019,1095,NA,NA,6711,14.66,7/26/2019,540,2.7371926427047373,3.204662511748219,quality,1645.5556161327781,97.35313618660072,1.4964977430685449
2019,2874,CCF,521,1669,Y,NA,07/27/2019,1094,NA,NA,6711,14.66,7/26/2019,520,2.7168377232995247,3.222456336679247,quality,1410.1439892166472,118.35670773784956,1.4964977430685449
2019,2875,CCF,352,400,Y,NA,07/27/2019,1092,NA,NA,6711,14.66,7/26/2019,350,2.546542663478131,2.6020599913279625,stock,387.5355370306643,103.21634063932296,1.4964977430685449
2020,2900,CCF,560,1966,NA,NA,07/25/2020,55,NA,NA,3192,10.65,7/24/2020,560,2.7481880270062002,3.2935835134961167,quality,1788.6746869247545,109.91378221939947,1.0639475082726104
2020,2903,CCF,705,1973,NA,NA,07/25/2020,966,NA,NA,3192,10.65,7/24/2020,700,2.848189116991399,3.295127085252191,preferred,3818.8706750873434,51.66448848008906,1.0639475082726104
2020,2904,CCF,504,1462,NA,NA,07/25/2020,1105,NA,NA,3192,10.65,7/24/2020,500,2.7024305364455254,3.1649473726218416,quality,1264.172058484323,115.64881458880387,1.0639475082726104
2020,2905,CCF,604,2272,NA,NA,07/25/2020,970,NA,NA,3192,10.65,7/24/2020,600,2.7810369386211318,3.3564083270389813,quality,2294.7515708317587,99.00853882742906,1.0639475082726104
2020,2906,CCF,612,2293,NA,NA,07/25/2020,968,NA,NA,3192,10.65,7/24/2020,610,2.7867514221455614,3.3604040547299387,preferred,2396.399302696512,95.68522230080089,1.0639475082726104
2020,2907,CCF,541,1666,NA,NA,07/25/2020,1092,NA,NA,3192,10.65,7/24/2020,540,2.7331972651065692,3.2216749970707688,quality,1596.4370241066272,104.35738928895742,1.0639475082726104
2020,2908,CCF,447,992,NA,NA,07/25/2020,659,NA,NA,3192,10.65,7/24/2020,440,2.6503075231319366,2.9965116721541785,quality,851.3594895617941,116.51952109097832,1.0639475082726104
2020,2910,CCF,579,1950,NA,NA,07/25/2020,54,NA,NA,3192,10.65,7/24/2020,570,2.762678563727436,3.290034611362518,quality,1996.4718400786019,97.67230175023293,1.0639475082726104
2020,2912,CCF,528,1550,NA,NA,07/25/2020,1096,NA,NA,3192,10.65,7/24/2020,520,2.722633922533812,3.1903316981702914,quality,1473.5203594683576,105.19026697121687,1.0639475082726104
2020,2913,CCF,596,2611,NA,NA,07/25/2020,958,NA,NA,3192,10.65,7/24/2020,590,2.7752462597402365,3.4168068718229443,quality,2196.145852882537,118.89009997095361,1.0639475082726104
2020,2914,CCF,795,6500,NA,NA,07/25/2020,1094,NA,NA,3192,10.65,7/24/2020,790,2.9003671286564705,3.8129133566428557,memorable,5672.954780580022,114.57873808991333,1.0639475082726104
2020,2915,CCF,387,536,NA,NA,07/25/2020,657,NA,NA,3192,10.65,7/24/2020,380,2.5877109650189114,2.72916478969277,stock,529.5657862187396,101.21499801322184,1.0639475082726104
2020,2916,CCF,610,2535,NA,NA,07/25/2020,665,NA,NA,3192,10.65,7/24/2020,610,2.785329835010767,3.403977963669355,preferred,2370.6993276094167,106.93047281353311,1.0639475082726104
