ID,Spp,Length,Weight,Spine,Sex,Date,Year,Comment,AgeCon,KeyAge
J49,CCF,452,703,Y,,07/24/2021,2021,,,
J50,CCF,511,1169,Y,,07/24/2021,2021,,,
J51,CCF,502,1069,Y,,07/24/2021,2021,,,
J52,CCF,666,3270,Y,,07/24/2021,2021,,,
J53,CCF,531,1233,Y,,07/24/2021,2021,,,
J54,CCF,442,603,Y,,07/24/2021,2021,,,
J55,CCF,451,715,Y,,07/24/2021,2021,,,
J56,FHC,660,2767,Y,,07/24/2021,2021,,,
J57,CCF,684,3390,Y,,07/24/2021,2021,,,
J58,CCF,406,546,Y,,07/24/2021,2021,,,
J59,CCF,340,254,Y,,07/24/2021,2021,,,
J60,CCF,643,2540,Y,,07/24/2021,2021,,,
J61,CCF,392,421,Y,,07/24/2021,2021,,,
J62,FHC,770,6000,Y,,07/24/2021,2021,,,
J63,CCF,610,1837,Y,,07/24/2021,2021,,,
J64,CCF,703,3030,Y,,07/24/2021,2021,,,
J65,CCF,705,2732,Y,,07/24/2021,2021,,,
J66,CCF,659,1981,Y,,07/24/2021,2021,,,
J67,CCF,730,3500,Y,,07/24/2021,2021,,,
J68,CCF,465,714,Y,,07/24/2021,2021,,,
J69,CCF,490,905,Y,,07/24/2021,2021,,,
J70,CCF,564,1469,Y,,07/24/2021,2021,,,
J71,CCF,682,3272,Y,,07/24/2021,2021,,,
J72,CCF,389,449,Y,,07/24/2021,2021,,,
J73,CCF,642,2536,Y,,07/24/2021,2021,,,
J74,CCF,335,241,Y,,07/24/2021,2021,,,
J75,CCF,544,1327,Y,,07/24/2021,2021,,,
J76,CCF,602,2095,Y,,07/24/2021,2021,,,
J77,CCF,711,3630,Y,,07/24/2021,2021,,,
J78,FHC,421,651,Y,,07/24/2021,2021,,,
J79,CCF,528,1249,Y,,07/24/2021,2021,,,
J80,CCF,662,2286,Y,,07/24/2021,2021,,,
J81,CCF,427,570,Y,,07/24/2021,2021,,,
J82,CCF,557,1560,Y,,07/24/2021,2021,,,
J83,CCF,351,257,Y,,07/24/2021,2021,,,
J84,CCF,711,2494,Y,,07/24/2021,2021,,,
J85,CCF,808,5024,Y,,07/24/2021,2021,,,
J86,CCF,409,490,Y,,07/24/2021,2021,,,
J87,CCF,542,1439,Y,,07/24/2021,2021,,,
J88,CCF,634,2513,Y,,07/24/2021,2021,,,
J89,CCF,637,2280,Y,,07/24/2021,2021,,,
J90,FHC,370,512,Y,,07/24/2021,2021,,,
J91,CCF,688,2812,Y,,07/24/2021,2021,,,
J92,CCF,405,422,Y,,07/24/2021,2021,,,
J93,CCF,747,3610,Y,,07/24/2021,2021,,,
J94,CCF,402,510,Y,,07/24/2021,2021,,,
J95,CCF,596,1757,Y,,07/24/2021,2021,,,
J96,CCF,570,1617,Y,,07/24/2021,2021,,,
J97,CCF,664,2170,Y,,07/24/2021,2021,,,
J98,CCF,447,632,Y,,07/24/2021,2021,,,
J99,CCF,600,1413,Y,,07/24/2021,2021,,,
J100,CCF,658,2260,Y,,07/24/2021,2021,,,
J101,CCF,708,2803,Y,,07/24/2021,2021,,,
J102,CCF,316,230,Y,,07/24/2021,2021,,,
J103,CCF,417,519,Y,,07/24/2021,2021,,,
J104,CCF,650,2378,Y,,07/24/2021,2021,,,
J105,CCF,473,739,Y,,07/24/2021,2021,,,
J106,CCF,692,2900,Y,,07/24/2021,2021,,,
J107,CCF,502,1011,Y,,07/24/2021,2021,,,
J108,CCF,719,2902,Y,,07/24/2021,2021,,,
J109,CCF,511,1138,Y,,07/24/2021,2021,,,
J110,FHC,660,2510,Y,,07/24/2021,2021,,,
J111,CCF,562,1262,Y,,07/24/2021,2021,,,
J112,CCF,721,3258,Y,,07/24/2021,2021,,,
J113,CCF,530,1165,Y,,07/24/2021,2021,,,
J114,CCF,601,1681,Y,,07/24/2021,2021,,,
J115,CCF,751,3978,Y,,07/24/2021,2021,,,
J116,CCF,510,993,Y,,07/24/2021,2021,,,
J117,CCF,484,855,Y,,07/24/2021,2021,,,
J118,CCF,508,987,Y,,07/24/2021,2021,,,
J119,CCF,707,3220,Y,,07/24/2021,2021,,,
J120,CCF,755,3919,Y,,07/24/2021,2021,,,
J121,CCF,590,1720,Y,,07/24/2021,2021,,,
J122,CCF,479,838,Y,,07/24/2021,2021,,,
J123,CCF,731,3261,Y,,07/24/2021,2021,,,
J124,CCF,700,2390,Y,,07/24/2021,2021,,,
J125,CCF,515,1000,Y,,07/24/2021,2021,,,
J126,CCF,727,3374,Y,,07/24/2021,2021,,,
J127,CCF,661,2578,Y,,07/24/2021,2021,,,
J128,CCF,565,1666,Y,,07/24/2021,2021,,,
J129,CCF,466,811,Y,,07/24/2021,2021,,,
J130,CCF,506,998,Y,,07/24/2021,2021,,,
J131,CCF,659,2957,Y,,07/24/2021,2021,,,
J132,CCF,648,2198,Y,,07/24/2021,2021,,,
J133,CCF,682,3053,Y,,07/24/2021,2021,,,
J134,CCF,541,1302,Y,,07/24/2021,2021,,,
J135,CCF,724,3343,Y,,07/24/2021,2021,,,
J136,CCF,611,2128,Y,,07/24/2021,2021,,,
J137,CCF,429,523,Y,,07/24/2021,2021,,,
J138,CCF,739,3348,Y,,07/24/2021,2021,,,
J139,CCF,571,1713,Y,,07/24/2021,2021,,,
J140,CCF,441,587,Y,,07/24/2021,2021,,,
J141,CCF,611,1870,Y,,07/24/2021,2021,,,
J142,CCF,671,2849,Y,,07/24/2021,2021,,,
J143,CCF,454,758,Y,,07/24/2021,2021,,,
J144,CCF,680,2187,Y,,07/24/2021,2021,,,
J145,CCF,656,3036,Y,,07/24/2021,2021,,,
J146,CCF,559,1367,Y,,07/24/2021,2021,,,
J147,CCF,361,308,Y,,07/24/2021,2021,,,
J148,CCF,671,2657,Y,,07/24/2021,2021,,,
J149,CCF,475,753,Y,,07/24/2021,2021,,,
J150,CCF,520,1182,Y,,07/24/2021,2021,,,
J151,CCF,704,2288,Y,,07/24/2021,2021,,,
J152,CCF,748,3456,Y,,07/24/2021,2021,,,
J153,CCF,415,504,Y,,07/24/2021,2021,,,
J154,CCF,750,3410,Y,,07/24/2021,2021,,,
J155,CCF,526,1164,Y,,07/24/2021,2021,,,
J156,CCF,696,2870,Y,,07/24/2021,2021,,,
J157,CCF,462,700,Y,,07/24/2021,2021,,,
J158,CCF,630,1970,Y,,07/24/2021,2021,,,
J159,CCF,683,2200,Y,,07/24/2021,2021,,,
J160,CCF,535,1202,Y,,07/24/2021,2021,,,
J161,CCF,461,638,Y,,07/24/2021,2021,,,
J162,CCF,650,2251,Y,,07/24/2021,2021,,,
J163,FHC,540,1648,Y,,07/24/2021,2021,,,
J164,CCF,698,2450,Y,,07/24/2021,2021,,,
J165,CCF,457,708,Y,,07/24/2021,2021,,,
J166,CCF,693,2553,Y,,07/24/2021,2021,,,
J167,CCF,637,1932,Y,,07/24/2021,2021,,,
J168,CCF,588,1774,Y,,07/24/2021,2021,,,
J169,CCF,636,2198,Y,,07/24/2021,2021,,,
J170,CCF,508,1225,Y,,07/24/2021,2021,,,
J171,CCF,600,2047,Y,,07/24/2021,2021,,,
J172,CCF,550,1492,Y,,07/24/2021,2021,,,
J173,CCF,581,1630,Y,,07/24/2021,2021,,,
J174,CCF,539,1582,Y,,07/24/2021,2021,,,
J175,CCF,602,1738,Y,,07/24/2021,2021,,,
J176,CCF,486,886,Y,,07/24/2021,2021,,,
J177,CCF,526,595,Y,,07/24/2021,2021,,,
J178,CCF,710,3837,Y,,07/24/2021,2021,,,
J179,CCF,687,2660,Y,,07/24/2021,2021,,,
J180,CCF,551,1159,Y,,07/24/2021,2021,,,
J181,CCF,580,1537,Y,,07/24/2021,2021,,,
J182,CCF,617,1890,Y,,07/24/2021,2021,,,
J183,CCF,673,2710,Y,,07/24/2021,2021,,,
J184,CCF,540,1202,Y,,07/24/2021,2021,,,
J185,CCF,530,1293,Y,,07/24/2021,2021,,,
J186,CCF,785,4390,Y,,07/24/2021,2021,,,
J187,CCF,742,3739,Y,,07/24/2021,2021,,,
J188,CCF,664,1998,Y,,07/24/2021,2021,,,
J189,CCF,567,1448,Y,,07/24/2021,2021,,,
J190,CCF,576,1707,Y,,07/24/2021,2021,,,
J191,CCF,586,1674,Y,,07/24/2021,2021,,,
J192,CCF,745,3664,Y,,07/24/2021,2021,,,
J193,CCF,307,199,Y,,07/24/2021,2021,,,
J194,CCF,561,1310,Y,,07/24/2021,2021,,,
J195,CCF,636,2110,Y,,07/24/2021,2021,,,
J196,CCF,754,3088,Y,,07/24/2021,2021,,,
J197,CCF,481,818,Y,,07/24/2021,2021,,,
J198,CCF,609,1773,Y,,07/24/2021,2021,,,
J199,CCF,627,2155,Y,,07/24/2021,2021,,,
J200,CCF,390,388,Y,,07/24/2021,2021,,,
J201,CCF,314,200,Y,,07/24/2021,2021,,,
J202,CCF,554,1222,Y,,07/24/2021,2021,,,
J203,CCF,301,176,Y,,07/24/2021,2021,,,
J204,CCF,646,2130,Y,,07/24/2021,2021,,,
J205,CCF,396,406,Y,,07/24/2021,2021,,,
J206,CCF,564,1424,Y,,07/24/2021,2021,,,
J207,CCF,489,825,Y,,07/24/2021,2021,,,
J208,FHC,509,1377,Y,,07/24/2021,2021,,,
J209,CCF,385,390,Y,,07/24/2021,2021,,,
J210,CCF,414,445,Y,,07/24/2021,2021,,,
J211,CCF,336,244,Y,,07/24/2021,2021,,,
J212,CCF,330,250,Y,,07/24/2021,2021,,,
J213,CCF,330,227,Y,,07/24/2021,2021,,,
J214,CCF,319,216,Y,,07/24/2021,2021,,,
J215,CCF,275,131,Y,,07/24/2021,2021,,,
J216,CCF,288,131,Y,,07/24/2021,2021,,,
